x (cm),y (cm),z (cm)
10.36583071699111,3.238860916692808,320.2528304687115
10.36583071699111,3.238860916692808,320.2528304687115
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
10.52480939546458,3.2394565612442516,321.3238175645012
